CHARTER,REG,ASSET,DEP,TYPE
NM,MIDWESTERN,4203,4079,FAILURE
SL,WESTERN,563862,443856,FAILURE
SL,SOUTHERN,451432,316527,FAILURE
N,SOUTHERN,28684,27452,FAILURE
NM,MIDWESTERN,8040,7550,FAILURE
SL,WESTERN,239709,153498,FAILURE
SL,SOUTHERN,106672,106091,ASSISTANCE
SL,MIDWESTERN,37978,40926,ASSISTANCE
SL,MIDWESTERN,115303,117130,ASSISTANCE
SL,WESTERN,461380,353209,ASSISTANCE
SL,MIDWESTERN,306069,286973,FAILURE
SL,SOUTHERN,114611,100507,ASSISTANCE
NM,WESTERN,24114,22397,FAILURE
NM,MIDWESTERN,10907,10524,FAILURE
NM,SOUTHERN,11722,10979,FAILURE
SM,MIDWESTERN,32647,28914,FAILURE
NM,MIDWESTERN,6167,5847,FAILURE
N,MIDWESTERN,18362,16786,FAILURE
NM,SOUTHERN,15459,14289,FAILURE
N,SOUTHERN,31995,29155,FAILURE
NM,SOUTHERN,47187,43341,FAILURE
SM,MIDWESTERN,6833,6647,FAILURE
SL,WESTERN,51877,52397,ASSISTANCE
SM,WESTERN,16567,15214,FAILURE
SM,WESTERN,18676,20774,FAILURE
SM,MIDWESTERN,12890,11935,FAILURE
SL,SOUTHERN,28792,27192,ASSISTANCE
SL,WESTERN,590288,526353,FAILURE
NM,SOUTHERN,15846,15130,FAILURE
NM,WESTERN,93459,85512,FAILURE
NM,SOUTHERN,12344,11495,FAILURE
NM,MIDWESTERN,3907,3823,FAILURE
NM,SOUTHERN,10794,9905,FAILURE
N,MIDWESTERN,193485,175895,FAILURE
SM,WESTERN,18470,16300,FAILURE
NM,SOUTHERN,22438,20609,FAILURE
SL,NORTHEASTERN,231947,177079,ASSISTANCE
N,SOUTHERN,20523,19722,FAILURE
SL,WESTERN,169057,167698,ASSISTANCE
SL,SOUTHERN,116047,93265,ASSISTANCE
SI,NORTHEASTERN,5277472,5001932,ASSISTANCE
SL,WESTERN,45574,46160,ASSISTANCE
SL,SOUTHERN,57071,71193,ASSISTANCE
NM,SOUTHERN,27831,23678,FAILURE
N,SOUTHERN,4063,3948,FAILURE
SM,MIDWESTERN,28153,26586,FAILURE
SL,MIDWESTERN,122108,101105,ASSISTANCE
NM,MIDWESTERN,4735,4217,FAILURE
N,NORTHEASTERN,29482,25309,FAILURE
N,WESTERN,33293,32901,FAILURE
NM,SOUTHERN,14785,14259,FAILURE
SL,SOUTHERN,436548,422018,ASSISTANCE
SM,WESTERN,10887,9839,FAILURE
NM,SOUTHERN,25637,24782,FAILURE
SL,MIDWESTERN,133824,133506,ASSISTANCE
SL,WESTERN,378366,325085,FAILURE
N,WESTERN,229302,220340,FAILURE
SL,WESTERN,284494,244890,FAILURE
NM,MIDWESTERN,9116,8112,FAILURE
NM,MIDWESTERN,6206,5664,FAILURE
SL,SOUTHERN,188137,133989,FAILURE
NM,MIDWESTERN,9604,9294,FAILURE
SL,WESTERN,368163,367831,FAILURE
SL,WESTERN,26949,30360,FAILURE
NM,SOUTHERN,77816,76446,ASSISTANCE
N,SOUTHERN,20544,18232,FAILURE
NM,MIDWESTERN,6237,5758,FAILURE
SL,WESTERN,48363,81482,FAILURE
NM,MIDWESTERN,11984,12118,FAILURE
NM,SOUTHERN,34976,33426,FAILURE
SL,WESTERN,708261,768317,ASSISTANCE
NM,MIDWESTERN,5205,4928,FAILURE
SL,SOUTHERN,185009,288045,FAILURE
NM,MIDWESTERN,12845,11929,FAILURE
NM,MIDWESTERN,23210,20903,FAILURE
SL,WESTERN,175148,134017,ASSISTANCE
N,SOUTHERN,18365,17158,FAILURE
SL,WESTERN,1635150,1312477,ASSISTANCE
NM,MIDWESTERN,25707,23888,FAILURE
NM,MIDWESTERN,31185,29527,FAILURE
N,WESTERN,18686,16463,FAILURE
N,MIDWESTERN,22379,22259,FAILURE
SL,NORTHEASTERN,527685,524880,ASSISTANCE
SM,WESTERN,3861,3481,FAILURE
NM,MIDWESTERN,5381,5301,FAILURE
SL,SOUTHERN,1516512,1498748,FAILURE
NM,MIDWESTERN,10137,9435,FAILURE
N,SOUTHERN,18213,11388,FAILURE
NM,SOUTHERN,17776,17101,FAILURE
N,SOUTHERN,43290,39643,FAILURE
NM,MIDWESTERN,8392,7739,FAILURE
SL,SOUTHERN,18387,13257,ASSISTANCE
NM,SOUTHERN,21123,19718,FAILURE
SL,MIDWESTERN,91832,44968,ASSISTANCE
SB,SOUTHERN,89114,83950,FAILURE
SL,SOUTHERN,141383,148074,FAILURE
SL,SOUTHERN,47936,46831,FAILURE
SL,SOUTHERN,211301,222109,FAILURE
SL,SOUTHERN,118050,105339,FAILURE
SB,SOUTHERN,278335,269111,FAILURE
SL,WESTERN,1570628,1364360,ASSISTANCE
N,NORTHEASTERN,146254,131418,FAILURE
NM,MIDWESTERN,7158,6325,FAILURE
N,SOUTHERN,97808,92708,FAILURE
NM,MIDWESTERN,4267,4166,FAILURE
NM,MIDWESTERN,30733,28240,FAILURE
NM,MIDWESTERN,41598,38007,FAILURE
NM,MIDWESTERN,8325,8119,FAILURE
N,WESTERN,37937,39595,FAILURE
SL,SOUTHERN,4816,3649,FAILURE
SL,SOUTHERN,22747,18798,FAILURE
SL,WESTERN,1492644,1263750,ASSISTANCE
SL,WESTERN,2308903,1680711,ASSISTANCE
NM,MIDWESTERN,3552,3219,FAILURE
NM,MIDWESTERN,6570,6072,FAILURE
NM,MIDWESTERN,6795,6034,FAILURE
NM,MIDWESTERN,14542,13360,FAILURE
NM,SOUTHERN,25469,23508,FAILURE
NM,WESTERN,117145,96968,ASSISTANCE
NM,MIDWESTERN,24288,22126,FAILURE
SL,MIDWESTERN,63321,45738,ASSISTANCE
NM,SOUTHERN,54001,51102,FAILURE
SL,MIDWESTERN,201914,206552,ASSISTANCE
N,SOUTHERN,29744,27370,FAILURE
NM,SOUTHERN,32623,31169,FAILURE
SB,SOUTHERN,739385,630966,ASSISTANCE
NM,MIDWESTERN,33586,31633,FAILURE
NM,MIDWESTERN,16920,15393,FAILURE
NM,MIDWESTERN,50867,49603,FAILURE
SL,SOUTHERN,162735,157676,ASSISTANCE
SL,SOUTHERN,237179,240568,ASSISTANCE
SL,OTHER,361193,298020,ASSISTANCE
NM,MIDWESTERN,66843,63907,FAILURE
SL,WESTERN,91402,83084,ASSISTANCE
NM,WESTERN,43809,43013,FAILURE
NM,MIDWESTERN,13541,12654,FAILURE
SL,WESTERN,2918178,2444652,ASSISTANCE
N,SOUTHERN,39427,40518,FAILURE
N,WESTERN,15305,14011,FAILURE
SL,WESTERN,639002,417950,FAILURE
NM,WESTERN,31304,29483,FAILURE
NM,WESTERN,18169,15775,FAILURE
NM,MIDWESTERN,2545,2413,FAILURE
N,WESTERN,58224,56664,FAILURE
NM,SOUTHERN,3001,3109,FAILURE
SM,WESTERN,54700,48789,FAILURE
NM,WESTERN,82236,79818,FAILURE
NM,MIDWESTERN,4980,4840,FAILURE
SL,WESTERN,110589,7606,FAILURE
NM,MIDWESTERN,16932,15644,FAILURE
NM,MIDWESTERN,16260,15561,FAILURE
N,SOUTHERN,38584,35745,FAILURE
NM,MIDWESTERN,8147,7648,FAILURE
NM,MIDWESTERN,39376,36355,FAILURE
N,WESTERN,17547,16718,FAILURE
NM,WESTERN,48262,43364,FAILURE
NM,SOUTHERN,24408,23107,FAILURE
N,MIDWESTERN,25782,25800,FAILURE
N,SOUTHERN,16845,17340,FAILURE
NM,SOUTHERN,18223,17599,FAILURE
NM,MIDWESTERN,21891,20586,FAILURE
N,SOUTHERN,34955,33390,FAILURE
N,SOUTHERN,27447,27006,FAILURE
NM,WESTERN,9123,8473,FAILURE
NM,MIDWESTERN,4870,4350,FAILURE
SM,WESTERN,2907,2563,FAILURE
SL,WESTERN,15032,10453,ASSISTANCE
SL,MIDWESTERN,72544,72528,ASSISTANCE
NM,MIDWESTERN,13422,12101,FAILURE
NM,MIDWESTERN,14578,13697,FAILURE
NM,MIDWESTERN,4224,3713,FAILURE
NM,MIDWESTERN,4700,4474,FAILURE
SL,WESTERN,856806,212229,FAILURE
NM,WESTERN,3901,3578,FAILURE
SM,WESTERN,7788,7269,FAILURE
NM,SOUTHERN,51433,50035,FAILURE
NM,MIDWESTERN,5026,4746,FAILURE
SL,SOUTHERN,21881,15024,ASSISTANCE
SL,SOUTHERN,19343,14507,FAILURE
SL,SOUTHERN,35765,34238,ASSISTANCE
SL,SOUTHERN,64839,59729,ASSISTANCE
SL,SOUTHERN,154654,141607,ASSISTANCE
NM,WESTERN,18630,15269,FAILURE
N,MIDWESTERN,6426,6074,FAILURE
NM,MIDWESTERN,7117,6221,FAILURE
NM,MIDWESTERN,6082,5538,FAILURE
NM,MIDWESTERN,10277,9380,FAILURE
NM,SOUTHERN,23869,22195,FAILURE
NM,SOUTHERN,6292,5445,FAILURE
NM,MIDWESTERN,16133,15265,FAILURE
NM,MIDWESTERN,5770,5294,FAILURE
NM,SOUTHERN,31139,30968,FAILURE
SL,SOUTHERN,34817,33596,ASSISTANCE
SL,OTHER,45594,23715,ASSISTANCE
SL,NORTHEASTERN,660228,630807,ASSISTANCE
SI,NORTHEASTERN,513376,498033,ASSISTANCE
SL,MIDWESTERN,1039846,837663,ASSISTANCE
SM,SOUTHERN,50126,48462,FAILURE
N,SOUTHERN,13207,13267,FAILURE
NM,MIDWESTERN,13356,12729,FAILURE
NM,SOUTHERN,32236,28002,FAILURE
SL,MIDWESTERN,309344,285940,ASSISTANCE
NM,MIDWESTERN,22101,19921,FAILURE
NM,MIDWESTERN,21321,18801,FAILURE
SL,NORTHEASTERN,130265,124408,ASSISTANCE
NM,WESTERN,21780,19793,FAILURE
SL,MIDWESTERN,277008,256379,ASSISTANCE
SL,SOUTHERN,137793,79211,ASSISTANCE
NM,WESTERN,2707,2476,FAILURE
NM,MIDWESTERN,12163,11224,FAILURE
NM,OTHER,405685,289698,FAILURE
N,SOUTHERN,14271,13408,FAILURE
SL,NORTHEASTERN,651723,724485,ASSISTANCE
NM,MIDWESTERN,19404,18478,FAILURE
NM,MIDWESTERN,17724,17106,FAILURE
N,SOUTHERN,13254,12941,FAILURE
SL,MIDWESTERN,16607,18029,ASSISTANCE
SL,WESTERN,233512,130867,ASSISTANCE
NM,SOUTHERN,25716,24039,FAILURE
NM,MIDWESTERN,28619,27461,FAILURE
SL,MIDWESTERN,47882,45268,ASSISTANCE
N,MIDWESTERN,9359,9374,FAILURE
NM,SOUTHERN,106092,97121,FAILURE
NM,SOUTHERN,32993,29811,FAILURE
N,MIDWESTERN,19900,19142,FAILURE
NM,MIDWESTERN,41326,38328,FAILURE
SM,SOUTHERN,25155,24521,FAILURE
NM,MIDWESTERN,3231,2984,FAILURE
NM,SOUTHERN,32030,30570,FAILURE
SL,OTHER,58431,38790,ASSISTANCE
NM,WESTERN,6314,5843,FAILURE
NM,SOUTHERN,39391,37588,FAILURE
NM,WESTERN,43892,41127,FAILURE
N,MIDWESTERN,12231,11494,FAILURE
N,MIDWESTERN,14077,13809,FAILURE
NM,SOUTHERN,5272,5402,FAILURE
NM,WESTERN,30992,29401,FAILURE
NM,SOUTHERN,71427,66396,FAILURE
N,MIDWESTERN,39956956,28590214,ASSISTANCE
SL,SOUTHERN,31463,24245,ASSISTANCE
NM,SOUTHERN,107237,104028,FAILURE
NM,SOUTHERN,238037,182956,FAILURE
N,WESTERN,76185,68381,FAILURE
N,SOUTHERN,23518,22169,FAILURE
SM,WESTERN,7240,6424,FAILURE
N,WESTERN,27373,23329,FAILURE
N,MIDWESTERN,21991,21360,FAILURE
NM,WESTERN,198210,189986,FAILURE
NM,SOUTHERN,21099,20643,FAILURE
NM,MIDWESTERN,38145,36913,FAILURE
NM,SOUTHERN,22773,21509,FAILURE
N,MIDWESTERN,67778,65542,FAILURE
N,SOUTHERN,51404,49854,FAILURE
NM,SOUTHERN,15393,14880,FAILURE
NM,SOUTHERN,22457,21289,FAILURE
SL,SOUTHERN,9444,15631,FAILURE
SL,MIDWESTERN,245988,210581,ASSISTANCE
SL,MIDWESTERN,65195,65919,ASSISTANCE
NM,WESTERN,186068,180425,FAILURE
N,SOUTHERN,51131,48364,FAILURE
SL,SOUTHERN,332512,303451,FAILURE
N,MIDWESTERN,103968,97825,FAILURE
N,SOUTHERN,13855,12033,FAILURE
NM,WESTERN,17258,16056,FAILURE
SL,MIDWESTERN,77455,75717,ASSISTANCE
NM,SOUTHERN,38854,37585,FAILURE
NM,WESTERN,20411,19916,FAILURE
NM,MIDWESTERN,8706,7846,FAILURE
SM,WESTERN,22278,21331,FAILURE
SM,SOUTHERN,15437,14785,FAILURE
SL,SOUTHERN,8641,7945,FAILURE
NM,MIDWESTERN,30896,27345,FAILURE
NM,SOUTHERN,21712,22775,FAILURE
NM,SOUTHERN,48606,48269,FAILURE
SL,SOUTHERN,29780,29805,ASSISTANCE
SL,MIDWESTERN,63594,50908,ASSISTANCE
NM,SOUTHERN,11135,10489,FAILURE
NM,SOUTHERN,6531,6421,FAILURE
NM,OTHER,30578,25653,FAILURE
SL,SOUTHERN,27381,18509,FAILURE
SL,MIDWESTERN,168567,173188,ASSISTANCE
NM,MIDWESTERN,21074,18511,FAILURE
SL,MIDWESTERN,37028,30992,ASSISTANCE
SL,MIDWESTERN,55358,46430,ASSISTANCE
SL,MIDWESTERN,71417,71483,ASSISTANCE
SL,MIDWESTERN,298108,267167,ASSISTANCE
N,WESTERN,13703,13366,FAILURE
SL,WESTERN,30904,30147,FAILURE
SL,MIDWESTERN,21027,17336,FAILURE
SB,SOUTHERN,98290,96539,ASSISTANCE
N,SOUTHERN,1409639,780076,FAILURE
NM,WESTERN,10207,10021,FAILURE
SL,NORTHEASTERN,133184,131382,ASSISTANCE
SL,SOUTHERN,26499,25117,ASSISTANCE
SL,SOUTHERN,32917,32497,ASSISTANCE
NM,WESTERN,16709,13724,FAILURE
N,SOUTHERN,92878,100531,FAILURE
NM,SOUTHERN,19639,18728,FAILURE
NM,MIDWESTERN,35385,31156,FAILURE
SL,MIDWESTERN,96571,89222,ASSISTANCE
SL,SOUTHERN,123084,101789,ASSISTANCE
SL,NORTHEASTERN,644987,548349,ASSISTANCE
SL,MIDWESTERN,15223,15666,ASSISTANCE
SL,MIDWESTERN,209535,211064,ASSISTANCE
SL,NORTHEASTERN,2017751,1747530,ASSISTANCE
NM,SOUTHERN,9943,11494,FAILURE
SL,MIDWESTERN,48895,43743,ASSISTANCE
NM,SOUTHERN,43097,44920,FAILURE
SL,SOUTHERN,117788,118015,ASSISTANCE
SL,SOUTHERN,44674,41920,ASSISTANCE
SL,SOUTHERN,80826,70526,ASSISTANCE
NM,WESTERN,265734,251338,ASSISTANCE
N,MIDWESTERN,12525,11659,FAILURE
NM,SOUTHERN,33607,31113,FAILURE
NM,SOUTHERN,177785,175010,FAILURE
SB,MIDWESTERN,143416,133535,ASSISTANCE
SL,MIDWESTERN,57936,52212,FAILURE
N,MIDWESTERN,26252,24360,FAILURE
NM,MIDWESTERN,7177,6123,FAILURE
NM,SOUTHERN,18905,17851,FAILURE
SL,NORTHEASTERN,51049,48032,ASSISTANCE
SL,MIDWESTERN,118784,103706,ASSISTANCE
NM,WESTERN,18036,13131,FAILURE
SL,SOUTHERN,90046,83614,ASSISTANCE
SL,MIDWESTERN,267258,135393,ASSISTANCE
N,WESTERN,24804,23281,FAILURE
NM,MIDWESTERN,32007,28291,FAILURE
SL,MIDWESTERN,27756,26073,ASSISTANCE
SL,MIDWESTERN,77959,75253,ASSISTANCE
SB,SOUTHERN,34508,23797,ASSISTANCE
SB,MIDWESTERN,570215,512969,ASSISTANCE
SL,MIDWESTERN,38346,32409,ASSISTANCE
SL,SOUTHERN,39961,28578,ASSISTANCE
NM,WESTERN,32437,30180,FAILURE
SM,SOUTHERN,144171,135665,FAILURE
NM,SOUTHERN,262474,250036,FAILURE
NM,SOUTHERN,133834,125232,FAILURE
NM,SOUTHERN,142875,133943,FAILURE
NM,SOUTHERN,42232,40420,FAILURE
NM,SOUTHERN,32985,30898,FAILURE
NM,WESTERN,18518,16254,FAILURE
N,MIDWESTERN,130265,123278,FAILURE
SL,NORTHEASTERN,182852,135168,ASSISTANCE
NM,SOUTHERN,19033,18517,FAILURE
SL,MIDWESTERN,82522,69343,ASSISTANCE
NM,WESTERN,12997,12754,FAILURE
NM,MIDWESTERN,17743,16566,FAILURE
SL,SOUTHERN,1892054,1727115,ASSISTANCE
SL,SOUTHERN,151971,130521,ASSISTANCE
NM,WESTERN,13589,11164,FAILURE
NM,SOUTHERN,13251,12119,FAILURE
SL,WESTERN,45880,41070,ASSISTANCE
SM,WESTERN,47385,45696,FAILURE
N,NORTHEASTERN,37172,36307,FAILURE
N,WESTERN,47296,44035,FAILURE
SL,SOUTHERN,95851,76112,ASSISTANCE
SL,SOUTHERN,94600,86302,ASSISTANCE
SL,SOUTHERN,229759,139755,ASSISTANCE
SL,MIDWESTERN,102120,68568,ASSISTANCE
SL,MIDWESTERN,16758,11088,ASSISTANCE
SL,MIDWESTERN,740577,645581,ASSISTANCE
SL,MIDWESTERN,38696,29965,ASSISTANCE
NM,WESTERN,319354,293937,FAILURE
NM,WESTERN,5908,5685,FAILURE
NM,SOUTHERN,760473,590861,ASSISTANCE
SL,MIDWESTERN,395940,254007,ASSISTANCE
NM,MIDWESTERN,14124,13775,FAILURE
SL,NORTHEASTERN,2452158,2037825,ASSISTANCE
NM,MIDWESTERN,13873,13056,FAILURE
SL,MIDWESTERN,78654,60740,FAILURE
NM,MIDWESTERN,7000,6758,FAILURE
SL,WESTERN,37110,33698,FAILURE
SL,MIDWESTERN,45787,44460,ASSISTANCE
SL,MIDWESTERN,13175,12102,ASSISTANCE
SL,SOUTHERN,45862,41967,ASSISTANCE
SL,SOUTHERN,104979,77140,ASSISTANCE
SL,SOUTHERN,83632,65328,ASSISTANCE
SL,NORTHEASTERN,70419,37627,ASSISTANCE
SL,NORTHEASTERN,47779,40872,ASSISTANCE
SL,SOUTHERN,44595,44195,ASSISTANCE
SL,SOUTHERN,132146,111824,ASSISTANCE
SL,SOUTHERN,14082,12489,ASSISTANCE
SL,MIDWESTERN,140540,126317,ASSISTANCE
NM,SOUTHERN,11554,10062,FAILURE
NM,MIDWESTERN,15867,14637,FAILURE
SL,MIDWESTERN,36508,31074,FAILURE
N,SOUTHERN,4305,4123,FAILURE
SL,NORTHEASTERN,366131,272227,ASSISTANCE
SL,NORTHEASTERN,284483,221013,ASSISTANCE
NM,SOUTHERN,17359,16318,FAILURE
NM,SOUTHERN,13149,11540,FAILURE
N,SOUTHERN,28629,27711,FAILURE
NM,SOUTHERN,13685,12735,FAILURE
SL,SOUTHERN,20659,17583,ASSISTANCE
SL,SOUTHERN,70311,68310,ASSISTANCE
SL,NORTHEASTERN,55254,50608,ASSISTANCE
SL,NORTHEASTERN,235978,177713,ASSISTANCE
SL,NORTHEASTERN,790666,645029,ASSISTANCE
NM,MIDWESTERN,16281,16034,FAILURE
N,SOUTHERN,131620,133587,ASSISTANCE
SL,SOUTHERN,70959,47197,ASSISTANCE
SL,SOUTHERN,29113,25033,ASSISTANCE
SL,SOUTHERN,842959,675151,ASSISTANCE
SL,NORTHEASTERN,170368,123015,ASSISTANCE
SL,SOUTHERN,539032,433848,ASSISTANCE
SL,NORTHEASTERN,832858,777890,ASSISTANCE
SB,SOUTHERN,11696,11392,ASSISTANCE
SL,SOUTHERN,19347,17029,ASSISTANCE
SL,SOUTHERN,11252,11025,ASSISTANCE
SL,MIDWESTERN,27834,25595,ASSISTANCE
SL,MIDWESTERN,78232,74332,ASSISTANCE
SL,NORTHEASTERN,658856,462566,ASSISTANCE
SL,MIDWESTERN,13653,13064,ASSISTANCE
SL,NORTHEASTERN,151850,122593,ASSISTANCE
SL,MIDWESTERN,48056,39809,ASSISTANCE
NM,SOUTHERN,27053,24334,FAILURE
SL,WESTERN,73255,65836,ASSISTANCE
SL,MIDWESTERN,107002,94471,ASSISTANCE
SL,MIDWESTERN,445969,401663,ASSISTANCE
SL,WESTERN,34353,24952,ASSISTANCE
N,WESTERN,25590,21892,FAILURE
NM,MIDWESTERN,12021,11169,FAILURE
NM,SOUTHERN,14148,12728,FAILURE
SL,SOUTHERN,102727,81623,ASSISTANCE
N,SOUTHERN,437282,427572,ASSISTANCE
NM,MIDWESTERN,29367,26214,FAILURE
SL,SOUTHERN,184443,108946,ASSISTANCE
SL,NORTHEASTERN,61729,47488,ASSISTANCE
SL,SOUTHERN,174737,151735,ASSISTANCE
SL,NORTHEASTERN,18308,17045,ASSISTANCE
SL,NORTHEASTERN,249639,197229,ASSISTANCE
SL,NORTHEASTERN,135168,104801,ASSISTANCE
SL,OTHER,286852,215880,ASSISTANCE
SB,MIDWESTERN,841713,475756,ASSISTANCE
SL,SOUTHERN,549298,486774,ASSISTANCE
SL,SOUTHERN,181692,157791,ASSISTANCE
NM,NORTHEASTERN,12759,11467,FAILURE
NM,SOUTHERN,14413,13408,FAILURE
NM,SOUTHERN,14070,12407,FAILURE
SL,NORTHEASTERN,45771,43346,ASSISTANCE
SL,MIDWESTERN,13904,12777,ASSISTANCE
N,SOUTHERN,436484,390029,FAILURE
NM,MIDWESTERN,4251,3902,FAILURE
NM,MIDWESTERN,30852,28104,FAILURE
NM,SOUTHERN,6316,5582,FAILURE
NM,OTHER,21440,17922,FAILURE
SL,MIDWESTERN,62996,58767,ASSISTANCE
SL,WESTERN,36285,34378,ASSISTANCE
SL,SOUTHERN,172401,132185,ASSISTANCE
NM,MIDWESTERN,19915,18218,FAILURE
N,MIDWESTERN,26807,24200,FAILURE
NM,SOUTHERN,8739,8292,FAILURE
NM,WESTERN,9758,8684,FAILURE
N,SOUTHERN,8530,8018,FAILURE
SL,NORTHEASTERN,1409395,980664,ASSISTANCE
SL,NORTHEASTERN,1113263,950155,ASSISTANCE
SL,MIDWESTERN,633927,398164,ASSISTANCE
SL,MIDWESTERN,3534834,2839538,ASSISTANCE
SM,SOUTHERN,14009,12228,FAILURE
SL,NORTHEASTERN,2126384,1966280,ASSISTANCE
N,MIDWESTERN,55412,47398,FAILURE
SL,WESTERN,2909485,1408007,ASSISTANCE
SL,NORTHEASTERN,3503545,2900493,ASSISTANCE
SL,NORTHEASTERN,377728,352657,ASSISTANCE
NM,WESTERN,695542,568965,ASSISTANCE
SL,NORTHEASTERN,688491,576360,ASSISTANCE
SL,NORTHEASTERN,528825,347767,ASSISTANCE
SL,NORTHEASTERN,477525,241494,ASSISTANCE
SL,MIDWESTERN,2308,2153,ASSISTANCE
NM,SOUTHERN,3908,3500,FAILURE
SL,MIDWESTERN,987429,738799,ASSISTANCE
SL,MIDWESTERN,280663,231668,ASSISTANCE
SL,MIDWESTERN,3402878,2661600,FAILURE
SL,MIDWESTERN,1280548,1137397,ASSISTANCE
SL,MIDWESTERN,1010324,842021,ASSISTANCE
NM,SOUTHERN,7097,6387,FAILURE
SM,SOUTHERN,267410,210173,FAILURE
N,MIDWESTERN,22138,17067,FAILURE
SL,SOUTHERN,672428,573666,ASSISTANCE
SL,SOUTHERN,17534,16014,ASSISTANCE
SL,SOUTHERN,115922,84229,ASSISTANCE
SL,MIDWESTERN,29288,27076,ASSISTANCE
SL,SOUTHERN,34847,30979,ASSISTANCE
SL,WESTERN,7667,6776,ASSISTANCE
SL,NORTHEASTERN,405823,265836,ASSISTANCE
SL,SOUTHERN,11162,7921,ASSISTANCE
SL,SOUTHERN,36758,12856,ASSISTANCE
SL,SOUTHERN,155345,123664,ASSISTANCE
SL,MIDWESTERN,308499,170913,ASSISTANCE
SL,SOUTHERN,167603,66144,ASSISTANCE
SL,SOUTHERN,257629,188342,ASSISTANCE
SL,NORTHEASTERN,1027986,874606,ASSISTANCE
SL,NORTHEASTERN,1452985,1261434,ASSISTANCE
SL,SOUTHERN,615444,495688,ASSISTANCE
SL,MIDWESTERN,84464,67070,ASSISTANCE
SL,MIDWESTERN,239540,198866,ASSISTANCE
SL,SOUTHERN,275848,236162,ASSISTANCE
SL,NORTHEASTERN,91082,76252,ASSISTANCE
SL,MIDWESTERN,97999,81023,ASSISTANCE
SL,NORTHEASTERN,910243,698912,ASSISTANCE
SL,SOUTHERN,33451,29033,ASSISTANCE
SL,NORTHEASTERN,291326,217217,ASSISTANCE
SL,OTHER,43915,31610,ASSISTANCE
SL,SOUTHERN,2552308,1934504,ASSISTANCE
SL,NORTHEASTERN,2475384,1953922,ASSISTANCE
N,WESTERN,10599,9938,FAILURE
NM,WESTERN,3706,3004,FAILURE
SL,MIDWESTERN,129782,99976,ASSISTANCE
SL,MIDWESTERN,416460,253734,ASSISTANCE
NM,WESTERN,5308,5006,FAILURE
SL,MIDWESTERN,49718,39174,ASSISTANCE
SL,SOUTHERN,1201562,913543,ASSISTANCE
SL,NORTHEASTERN,947357,703911,ASSISTANCE
SL,NORTHEASTERN,1195291,989186,FAILURE
SL,NORTHEASTERN,2496182,1959661,ASSISTANCE
SL,SOUTHERN,144051,95084,ASSISTANCE
SL,SOUTHERN,5925,4844,ASSISTANCE
SL,SOUTHERN,57378,46803,ASSISTANCE
SL,OTHER,22872,21140,ASSISTANCE
SM,WESTERN,6737,5193,FAILURE
SL,MIDWESTERN,63802,50126,ASSISTANCE
SL,NORTHEASTERN,547636,355632,ASSISTANCE
SL,MIDWESTERN,73870,58375,FAILURE
SL,WESTERN,40512,34783,ASSISTANCE
SL,NORTHEASTERN,125905,89142,ASSISTANCE
NM,SOUTHERN,8391,8103,FAILURE
SM,MIDWESTERN,27505,25983,FAILURE
NM,MIDWESTERN,46503,42927,FAILURE
SL,SOUTHERN,15689,12988,ASSISTANCE
SL,MIDWESTERN,97566,71948,ASSISTANCE
SL,MIDWESTERN,686365,492649,ASSISTANCE
NM,SOUTHERN,43980,40680,FAILURE
NM,MIDWESTERN,10338,9402,FAILURE
SL,MIDWESTERN,25351,18115,ASSISTANCE
SL,MIDWESTERN,131814,120261,ASSISTANCE
NM,MIDWESTERN,8430,7567,FAILURE
NM,SOUTHERN,26969,23949,FAILURE
SL,MIDWESTERN,54603,44272,ASSISTANCE
NM,MIDWESTERN,86436,79646,FAILURE
SL,SOUTHERN,235418,175698,ASSISTANCE
SL,NORTHEASTERN,24009,15768,ASSISTANCE
NM,SOUTHERN,39804,36031,FAILURE
SL,MIDWESTERN,102053,82447,ASSISTANCE
NM,MIDWESTERN,1980,1722,FAILURE
SL,NORTHEASTERN,74926,58495,ASSISTANCE
SL,MIDWESTERN,264460,218111,ASSISTANCE
SL,WESTERN,26690,20098,ASSISTANCE
N,NORTHEASTERN,7953042,5001755,ASSISTANCE
SL,MIDWESTERN,376399,176547,ASSISTANCE
NM,NORTHEASTERN,5908,5375,FAILURE
N,MIDWESTERN,12444,11184,FAILURE
SL,WESTERN,33185,26066,ASSISTANCE
NM,SOUTHERN,3027,4334,FAILURE
NM,WESTERN,5059,4862,FAILURE
N,SOUTHERN,32586,24032,FAILURE
NM,NORTHEASTERN,12681,11021,FAILURE
N,SOUTHERN,10659,10353,FAILURE
N,MIDWESTERN,16933,9230,FAILURE
NM,MIDWESTERN,5038,4686,FAILURE
NM,MIDWESTERN,7876,7416,FAILURE
NM,SOUTHERN,5869,5791,FAILURE
NM,SOUTHERN,3468,3139,FAILURE
NM,SOUTHERN,32818,30223,FAILURE
NM,MIDWESTERN,26466,21850,FAILURE
SL,OTHER,9352,11831,FAILURE
NM,OTHER,712540,607611,FAILURE
N,MIDWESTERN,226826,197166,FAILURE
NM,SOUTHERN,4538,3825,FAILURE
NM,SOUTHERN,12652,10585,FAILURE
NM,SOUTHERN,1660,1282,FAILURE
N,SOUTHERN,6267,4912,FAILURE
NM,NORTHEASTERN,4315,2791,FAILURE
NM,SOUTHERN,24223,20017,FAILURE
NM,OTHER,190254,169999,ASSISTANCE
